id,recruiter,post_url,job_title,job_type,publication_date,expiration_date,job_description,job_requirements,location 
2005,2005,https://www.tanitjobs.com/job/553530/assistante-d-acceuil/?backPage=117&searchID=1559550706.3656,Assistante d'acceuil,CDD,18/05/2019,17/06/2019,"Recrutement : Assistante d'accueil 
Meublenkit recrute une assistante d’accueil ;
Vous êtes en charge de l’accueil physique et téléphonique des clients.
Vous gérez le dispatching du courrier papier, électronique, fax, ainsi que le classement et l'archivage de la documentation.
Vous organisez les rendez-vous et le planning entre la direction et le reste des équipes.
De formation supérieure, vous vous justifiez d'une première expérience d’un an dans un poste similaire.
Vous maîtrisez parfaitement la langue français.
Vous disposez d’une parfaite maîtrise de outils informatiques et bureautique (Word, Excel, PowerPoint).
Votre autonomie, votre implication, votre rigueur, votre sens de l’organisation combiné à votre sens du service, sont vos atouts majeurs pour réussir au mieux votre mission.
 ",expérience minimum 1 ans ,"La Soukra, Tunisie"
2006,117,https://www.tanitjobs.com/job/553522/responsable-de-production-plasturgie/?backPage=117&searchID=1559550706.3656,Responsable de production plasturgie,CDD,18/05/2019,17/06/2019,"Vous dirigez, coordonnez, managez et gérez l'ensemble de l'activité de l'atelier de fabrication dans un souci de performance conformément aux critères qualité, coût, délai, hygiène, sécurité et environnement, en tenant compte des réglementations en vigueur et en lien avec les objectifs de l'entreprise.
Vous serez acteur du processus d'amélioration continue : optimisation des process existants, revue des données de fabrication, justesse des données techniques (efficience / maintien des données GPAO .)en relation avec les autres services.","Profil recherché De formation Bac+3 mini en plasturgie, votre expérience minimum de 2 ans s’est construite en plasturgie, au cœur de la production, avec un sens aiguisé du service au client. 
Profil manager et bonne connaissance des normes qualités et d'amélioration de la productivité","Sousse, Tunisie"
2007,2007,https://www.tanitjobs.com/job/553526/responsable-sst/?backPage=117&searchID=1559550706.3656,RESPONSABLE SST,Temps plein,18/05/2019,,"Dans le cadre de maintenir les bonnes pratiques au seins de notre Groupe, nous présumons recruter des responsables Santé et Sécurité au Travail, tout intéresser peu nous contacter ""par mail ou par visite,....""",17/06/2019,Zône Industrielle Madakaskar nouveau port de commerce sfax
2008,2008,https://www.tanitjobs.com/job/553532/technicien-supérieur-en-construction-métallique/?backPage=117&searchID=1559550706.3656,Technicien supérieur en construction métallique,Temps plein,18/05/2019,," 
Bureau d'étude GCM ""GASSARA POUR LA CONCEPTION METALLIQUE"" société totalement exportatrice
Etudes des structures métalliques uniquement
Recrute un technicien supérieur en construction métallique de préférence avec expérience en bureau d'étude sous Tekla structure.
Poste stable, bonne rémunération
Si vous êtes un jeune homme motivé, bon esprit d'équipe, ponctuel et enthousiaste.
Ce poste est fait pour vous ",17/06/2019,"Sfax, Tunisie"
2009,970,https://www.tanitjobs.com/job/553545/chargé-e-client/?backPage=117&searchID=1559550706.3656,Chargé(e) Client,Temps plein,18/05/2019,17/06/2019,"Vos missions : 
- Accueil téléphonique - Suivi des commandes : vérification des adresses, relance des clients - Traitement des demandes des clients : suivi de livraison, gestion des retours, réponses aux questions - Être garant de la relation client sur tous les canaux (Facebook , Instagram , téléphone) - Identifier et remonter les anomalies vers les équipes spécialistes (Commercial, Marketing, etc.) et transverses (Logistique, IT, etc.) - Présenter des rapports sur les feedbacks clients - Traitement et suivi des réclamations - Préparation des états journaliers. (états de vente, paiement, facturation, etc) - Collaboration avec toutes les autres équipes pour le bon fonctionnement de la plateforme. - Suivre et analyser la satisfaction des clients. - Participer dans les journées et les événements de commercialisations et de marketing. ","Profil recherché : 

De formation Bac+3 minimum de préférence en informatique de gestion 
Une première expérience chargé client est préférable; idéalement dans la vente de services informatiques et/ou dans le domaine des ventes a distance. (e-commerce)
Vous avez de bonnes connaissances dans le domaine de l'e-commerce. 
Passionné ou fortement intéressé par la gestion, le relationnel et le domaine commercial. 
Volontaire, accrocheur, réactif et dynamique, vous avez un sens aigu du conseil, de l'écoute et du service et vous avez un esprit du travail en groupe et du relationnel. 
Responsable, disponible, flexible, autonome, vous êtes rigoureux/se, organisé et méthodique.

Exigences:

Bonne maîtrise de la langue française (parlé et écrit) 
Bonne connaissance des outils de bureautique 
Bonne connaissance des outils de communication digitaux
","Sousse, Hammam Sousse, Tunisie"
2010,248,https://www.tanitjobs.com/job/553548/ingénieur-électromécanique/?backPage=117&searchID=1559550706.3656,Ingénieur électromécanique,CDI,18/05/2019,17/06/2019,"Les Ateliers ISA, société spécialisée dans la confection de la lingerie fine et les maillots de bain depuis 1992, souhaite recruter un/une  Ingénieur électromécanique H/F
 Missions :

 Organiser et superviser les activités et les interventions de maintenance
 S’assurer de la fiabilité des moyens et outils de production selon les normes de sécurité
 Diriger le service en terme de maintenance (mécanique, électricité, électronique, automatisme)
 Maîtriser les machines de coupe, les machines de thermocollage et autres machines spécifiques.
 Résoudre des problèmes
","Profil : 

Diplôme d’ingénieur en électromécanique ou une licence appliquée en maintenance industrielle en maintenance électromécanique OBLIGATOIRE !
Pas d’expérience professionnelle exigée
Connaissances sur les Technologies de Groupe Assistée par Ordinateur (TGAO)
Connaissances sur les Logiciels de Gestion de Maintenance Assistée par Ordinateur (GMAO)
Connaissances sur la Conception et Dessin Assistés par Ordinateur (CAO/DAO)
Connaissances des Méthodes et outils de résolution de problèmes
un bon niveau de français et anglais
","Sfax, Tunisie"
2011,656,https://www.tanitjobs.com/job/553549/formateur-blender-a-sousse-urgent/?backPage=117&searchID=1559550706.3656,formateur blender a sousse urgent,Freelance / Indépendant,18/05/2019,,formateur blender a sousse urgent,17/06/2019,"Sousse, Tunisie"
2012,2012,https://www.tanitjobs.com/job/553521/assistante-commerciale/?backPage=117&searchID=1559550706.3656,assistante commerciale,SIVP,18/05/2019,17/06/2019,"la société AMS LABO, situe au centre ville de sfax, cherche a recruter une jeune diplômée, pour le poste d'assistante commerciale.","Bac+3 pas plus.
autonome, sérieuse, ponctuelle, dynamique, sociable. 
permis de conduire. 
expérience: débutante (0). 
 ","Rue taher kammoun, Sfax, Tunisie"
2013,2013,https://www.tanitjobs.com/job/553537/technicien-habillement/?backPage=117&searchID=1559550706.3656,Technicien habillement,CDD,18/05/2019,17/06/2019,"*Tâches à réaliser:

Suivi du rendement des chaînes sur le GPAO et intervention aux postes
Elaboration des gammes de montage
Equilibrage des chaînes, organisation des postes
","*Compétences requises:

Diplôme technicien ou technicien supérieur en textile habillement
Rigueur, discipline et ouverture d'esprit
Salaire à négocier en fonction du profil du candidat
Possibilité d'évolution dans la hiérarchie
Merci de se présenter au siège de la société ( Rue Abou Hanifa, Chatt Berrayana, Teboulba) muni d'un dossier de candidature
","Téboulba, Tunisie"
2014,2014,https://www.tanitjobs.com/job/553544/aide-comptable/?backPage=117&searchID=1559550706.3656,AIDE COMPTABLE,Temps plein,18/05/2019,17/06/2019,"Cabinet de comptabilité sise à BEN AROUS cherche pour renforcer son équipe une aide comptable avec expérience.
Prière d’envoyer votre CV ",logiciel SAGE compt,"Ben Arous, Ben Arous, Tunisie"
2015,2015,https://www.tanitjobs.com/job/553424/téléconseillers-ère/?backPage=118&searchID=1559550706.3656,Téléconseillers(ère),CDI,17/05/2019,16/06/2019,"Nous recrutons en urgence : pour la Prise de RDV : (bilan énergétique et adoucisseur )

Salaire  650 à 750 dnt net selon expérience +  primes 


Débutants acceptés


Formation assurée énergétique


Bonne ambiance assurée


Transport matin et soir (Bardo, Rades, Carthage, El Omrane, Intilaka,  Barcelone , Ariana// Borj Louizir // Kram ))
",Un très bon niveau en français,"12 Rue Hassen Ibn Thabet, Ariana, Tunisie"
2016,1597,https://www.tanitjobs.com/job/553426/commerciale-chez-hello-web/?backPage=118&searchID=1559550706.3656,Commerciale chez Hello Web,Temps plein,17/05/2019,16/06/2019,"- Prospecter de nouveaux clients et développer le CA de l’entreprise- Prospecter de nouveaux clients- La participation à la mise en place de la stratégie de communication/marketing- Développer le portefeuille client et assurer un suivi commercial efficace pour obtenir les objectifs de vente fixés. - Assurer une prospection structurée et régulière pour détecter de nouvelles opportunités - Suivre la prospection, rédiger les offres, argumenter et conclure les ventes - Structurer des propositions commerciales adaptées pour répondre aux besoins des Clients - Participer à la création de la stratégie commerciale. - Suivre et analyser la satisfaction des clients. - Participer dans les journées et les évènements de commercialisations et de marketing. ","– Vous êtes diplômé(e) en E-Commerce, Informatique, Marketing ou équivalent.– Vous êtes présentable, dynamique, sociable– Connaissances d’Internet, sites web, moteurs de recherches, référencement, marketing web et des réseaux sociaux– Passionné du web– Efficacité à communiquer avec son environnement de travail direct, les clients ou les fournisseurs– Très bonne maîtrise ou expérience professionnelle réussie dans une fonction commerciale dans le domaine informatique","Centre Urbain Nord, Tunis, Tunisie"
2017,740,https://www.tanitjobs.com/job/553434/contrôleur-de-gestion-industriel/?backPage=118&searchID=1559550706.3656,Contrôleur de gestion industriel,CDI,17/05/2019,16/06/2019,"Constituant une division Énergie et Télécom de la branche câble de Groupe Elloumi et agissant en tant que leader international CHAKIRA CÂBLE recrute:
Un Contrôleur de gestion industriel
Votre Mission: Fournir à la direction d'usine une aide à la décision pour optimiser la performance de l'entreprise par le biais de tableaux de bord et d'indicateurs. Coordonner et piloter le processus budgétaire au niveau de l'usine et anticiper les dérives budgétaires en proposant et mettant en œuvre les alternatives correctives. Analyser le processus de production, calculer les coûts de revient des produits et rationaliser les dépenses. Attributions
Vos Responsabilités:

Lancer et coordonner le processus budgétaire au niveau de l'usine et préparer les budgets d'exploitation et d'investissement en assurant la cohérence des informations/données entrées dans le système budgétaire. Simuler et vérifier les états financiers prévisionnels.
Piloter & surveiller la réalisation budgétaire en identifiant & communiquant les écarts et diriger la révision budgétaire en analysant les justifications d'écarts budgétaires soulevés, suggérant et assurant le monitoring des recommandations & des dérives correctives.
Définir et mettre en place les outils nécessaires au suivi permanent des performances de la production. Préparer et calculer les estimations des coûts, collecter et analyser les données de coût réel et revoir périodiquement la profitabilité en générant les rapport périodiques de variance des coûts et suggérant des alternatives et des recommandations pertinentes.
Développer et piloter les tableaux de bord de pilotage des performances de l'activité de l'entreprise incluant la vérification de la fiabilité et le maintien à jour des métriques clés de surveillance de la performance, les méthodes et les fréquences de calcul & de révision des valeurs objectives. Présenter et diffuser les résultats dans les réunions périodiques et aux services concernés.
Analyser et évaluer en permanence l'activité de l'entreprise et fournir les informations à la direction d'usine. Identifier les causes et les effets des écarts entre les objectifs et les réalisations, et définir & suivre la réalisation du plan d'actions correctives. Contribuer à l'optimisation de la production et aux projets à long terme.
Contribuer à l'établissement et la mise à jour de la cartographie des risques de l'entreprise en étroite collaboration avec les pilotes des processus support & métier. Élaborer & mettre en place les outils de reporting et fournir les rapports d'activités d'aide à la décision.
","Profil Recherché:
Formation Académique: Diplôme universitaire en Gestion, Comptabilité ou équivalent
Expérience: 1 à 4 ans dans un milieu industriel 
Compétences Techniques et Fonctionnelles: Connaissance de l'industrie du câble, Planification stratégique, Processus budgétaire, Costing, Comptabilité analytique, Gestion financière, Analyse des données, Reporting, Tableux de bord prospectifs, Benchmarking, Contrôle interne, Marché des devises et des capitaux, Procédures comptables, fiscales et bancaires, Gestion des risques, Méthodes et outils d'amélioration continue et de résolution des problèmes, Gestion de projet, Systèmes d’information génériques et spécifiques, Utilitaires bureautiques (Excel, Power point, Word),
Langues: Français parfait , Anglais professionnel","Sidi Hassine, Tunisie"
2018,2018,https://www.tanitjobs.com/job/553433/développeur-cms-prestashop/?backPage=118&searchID=1559550706.3656,DÉVELOPPEUR CMS  PRESTASHOP,CDI,17/05/2019,16/06/2019,"Agence digitale internationale, EVOLUTIVE GROUP est présente à Paris, Lyon et Tunis et accompagne ses clients sur l’ensemble des métiers du e-commerce depuis 14 ans.
Nous recherchons pour compléter nos équipes et accompagner notre croissance,  pour notre agence à Tunis des Développeurs web confirmés en Prestashop avec 2 ans d'expérience minimum en Prestashop
Mission :
Votre mission consiste à intervenir sur des phases d'analyse, de conception et de développement des portails, d'e-shops et d'applications web.","
Maîtrise obligatoire du CMS : Prestashop
Maîtrise de PHP
Maîtrise des langages de développement (HTML5, CSS3, JS, jQuery, …)
Gestion bases de données MySQL
Maîtrise de Symfony2 est un atout
Connaissance des techniques d’optimisation SEO
Connaissance des logiciels de traitement d'image Photoshop et Illustrator,
Connaissance en Intégration (JS,CSS, Responsive, …)
Bon niveau de Français exigé
Bon niveau en Anglais serait un plus

Envoyez votre candidature (CV et lettre de motivation) ","EVOLUTIVE GROUP Tunis, Tunisie"
2019,113,https://www.tanitjobs.com/job/553440/qualification-de-fiches-btob/?backPage=118&searchID=1559550706.3656,Qualification de fiches BTOB,CDI,17/05/2019,,"Vous maitrisez la langue française et vous êtes à la recherche d’un emploi stable, évolutif et très bien payé ?
PAROLYS recrute !!
15 Téléacteurs pour la qualification de Fiches auprès des professionnels
Salaire à partir de 800 DT et pouvant atteindre les 1000DT + prime non plafonnée
 
Nos atouts :
- Assurance Groupe
- Formation rémunérée
- Transport assuré de la Mannouba -Ariana - Tunis centre ville.",16/06/2019,"Megrine Riadh, Tunisie"
2020,1239,https://www.tanitjobs.com/job/553443/15-téléacteurs-pour-la-qualification-de-fiches-btob/?backPage=118&searchID=1559550706.3656,15 Téléacteurs pour la qualification de fiches BTOB,CDI,17/05/2019,,"Vous maitrisez la langue française et vous êtes à la recherche d’un emploi stable, évolutif et très bien payé ?
Marhbe recrute !!
15 Téléacteurs pour la qualification de fiches BTOB
Salaire à partir de 800 DT et pouvant atteindre les 1000DT + prime non plafonnée
 
Nos atouts :
- Assurance Groupe
- Formation rémunérée
- Transport assuré de la Mannouba -Ariana - Tunis centre ville.",16/06/2019,"Megrine Riadh, Tunisie"
2021,2021,https://www.tanitjobs.com/job/553435/conseillère-de-voyages/?backPage=118&searchID=1559550706.3656,Conseillère de Voyages,Temps plein,17/05/2019,16/06/2019,"Cherchons à recruter une conseillère de voyage avec ou sans expérience, une connaissance en amadeus sera un plus","- Jeune fille
- Sociable, dynamique et cultivée
- Connaissances en informatique (Word, Excel, etc)
- A l'aise avec les réseaux sociaux","Avenue la Perle du Sahel, Sousse, Tunisie"
2022,2022,https://www.tanitjobs.com/job/553452/technico-commercial/?backPage=118&searchID=1559550706.3656,Technico commercial,CDI,17/05/2019,16/06/2019,"Notre société est spécialiste dans les installations photovoltaïques . Nous cherchons un commercial ou technico commercial.
 
merci d’env CV + photo
 ",permis de conduire,"Sfax, Tunisie"
2023,1323,https://www.tanitjobs.com/job/553444/non-production-buyer/?backPage=118&searchID=1559550706.3656,Non-Production Buyer,CDD,17/05/2019,16/06/2019,"Manages purchasing tasks for Non Production Purchasing goods (e.g. Capital Investment, tools, services, other general expenses)


Initiates benchmarks, analysis, RFQ's for concerned material


Negotiates with suppliers cost, terms and conditions, and lead time in accordance to requestor's need


Places Purchase Orders/General Contracts with suppliers


Develops and implements site-specific sourcing strategies (global sourcing of suppliers and service providers)


Supports in necessary escalation at supply base


Ensures regular reporting


Takes over special tasks based on upper level decision, e.g. special projects

","
Level of education : University

Branch of study : Commercial / Economics / Technical


","Manzel Hayet, Tunisie"
2024,2022,https://www.tanitjobs.com/job/553450/ingénieur-électrique/?backPage=118&searchID=1559550706.3656,Ingénieur électrique,CDI,17/05/2019,16/06/2019,"Notre société est spécialiste dans les énergies renouvelables photovoltaiques. Pour renforcer notre équipe, nous recrutons un ingénieur spécialité électrique/ énergétique.
Merci d'envoyer photo + CV 
 ","Permis de conduire
De préférence une expérience en photovoltaïque","Sfax, Tunisie"
2025,1120,https://www.tanitjobs.com/job/553516/ingénieur-textile/?backPage=118&searchID=1559550706.3656,Ingénieur Textile,Temps plein,18/05/2019,17/06/2019,"La société sac consulting spécialisée dans l’assistance pour la certification ISO, la mise à niveau et la formation.
Désire recruter pour son client, Entreprise Industrielle dans le domaine de confection , implantée au SAHEL :
Ingénieur Textile ","-Sens d’organisation
-Bonnes qualités relationnelles : sens de l’écoute, diplomatie, patience...
-Grande autonomie
-Bonne maitrise de la langue française écrit et parlé","SAC CONSULTING, Monastir, Tunisie"
2026,2026,https://www.tanitjobs.com/job/553514/agent-comptable/?backPage=118&searchID=1559550706.3656,Agent Comptable,Temps plein,18/05/2019,17/06/2019,"Société leader en sécurité électronique recrute de suite un agent de recouvrement  (H/F) ayant le profil suivant:

Saisie des opérations comptables
Rapprochements bancaires
Classement et archivages des pièces comptables
élaboration du bilan reporting des informations financières collectées.
.........
","
Formation universitaire , vous avez une expérience dans un poste équivalent de 3 ans minimum.
Vous maîtrisez un ou plusieurs logiciels comptables.
Vous êtes rigoureux et organisé dynamique et efficace. vous avez la capacité à travailler en équipe.
","Le Kram, Tunisie"
2027,2027,https://www.tanitjobs.com/job/553511/technicien-d-habillement/?backPage=118&searchID=1559550706.3656,Technicien d'habillement,CDD,18/05/2019,17/06/2019,"Dans le cadre de son développement, société de confection basé à Sfax cherche à recruter un technicien en habillement.
Lieu de travail : Rte Gabes km 3 Sfax","- BTP ou BTS en textile / habillement 
- Jeune, dynamique avec ou sans expérience
- connaissance en GERBER sera un atout
- salaire motivant","Sfax, Tunisie"
2028,2028,https://www.tanitjobs.com/job/553515/assistantes-commerciales/?backPage=118&searchID=1559550706.3656,ASSISTANTES COMMERCIALES,CDD,18/05/2019,,"IST Formation  est un centre de formation privé en Tunisie agrée sous le N°11/1348/14 est l’une des principaux acteurs dans le domaine de la formation professionnelle sise à el Menzeh 1 se propose de recruter dans le cadre de son développement Des assistantes commerciale
Taches :

Prospection et développement port feuil client
Préparation devis et facturation
Assurer la promotion du catalogue produit ainsi que le conseil auprès de la clientèle.
Assurer le reporting de votre activité commerciale

 
Pour plus d’infos, Merci de bien vouloir nous contacter sur le N° TEL : 36 389 151
02 rue jeune foyer el menzah 1 en face station de métro",17/06/2019,"El Menzah, Tunisie"
2029,139,https://www.tanitjobs.com/job/553339/développeurs-web-php-h-f-decade-tunis/?backPage=&searchID=1560199909.1933,Développeurs Web PHP (H/F) - DECADE Tunis,CDI,17/05/2019,16/06/2019,"DECADE est un prestataire de services spécialisé dans l’e-commerce.
Fort de ses 30 années d'expérience, dont une douzaine dans la réalisation de sites e-commerce de référence, DECADE engage une nouvelle étape ambitieuse de son développement.
Celle-ci se traduit aujourd’hui par une offre de services originale en termes de fiabilisation et d'accompagnement des projets et vise une future offre innovante dans le monde du commerce en ligne.
Ce que nous vous proposons :
- Contribuer à la mise en œuvre et à la fiabilisation des projets e-commerce de grands acteurs de la distribution en France
- Participer à des projets d’intégration de plateformes leaders du marché (SAP Hybris, Mirakl, Magento, …), enrichir et faire évoluer ces intégrations pour accompagner les expérimentations e-commerce de nos clients.
- Bénéficier d’un encadrement expérimenté qui vous permettra de progresser.
- Intervenir dans des contextes stratégiques pour nos clients, engagés dans des transformations e-commerce, pour vivre des challenges variés.
- Développer vos compétences techniques, fonctionnelles, projets, … afin de vous ouvrir à de multiples voies d’évolution et d’orientation de votre carrière.
- Participer à un projet d'entreprise innovant et ambitieux.
","DECADE Tunisie souhaite renforcer ses équipes à Tunis par des développeurs PHP ayant le profil suivant :
- Expérience d’au moins 2 ans dans le développement web avec la technologie PHP et sensibilité aux enjeux techniques correspondants (performance, sécurité, robustesse, etc.).
- Intérêt pour le domaine de l’e-commerce, une expérience dans ce domaine serait un plus
- Bonne capacité à appréhender les aspects fonctionnels et techniques des projets
- Connaissance des méthodes projet et des bonnes pratiques de travail en équipe (gestion de sources, respect du planning, gestion des priorités, livraisons et suivi de livraisons, …)
- Autonomie et capacité à appréhender les évolutions technologiques du web au service des projets e-commerce
- Bonne communication en français, à l’oral comme à l’écrit.","Tunis, Tunisie"
2030,2000,https://www.tanitjobs.com/job/553490/développeur-delphi-freelance-à-monastir/?backPage=118&searchID=1559550706.3656,Développeur Delphi Freelance à Monastir,Freelance / Indépendant,18/05/2019,17/06/2019,"Besoin pour prendre la main en TMA sur des logiciels développés en Delphi
connaissances C++ et/ou Android sera un grand plus 
","Maitrise parfaite de Delphi et la plateforme de développement
capacité de communication en Français
5 ans d'expériences en développement software 
Adaptation facile en Mode Agile avec les changements d'exigences clients","Monastir, Tunisie"
2031,349,https://www.tanitjobs.com/job/553355/référenceur-seo/?backPage=119&searchID=1559550706.3656,Référenceur SEO*,Temps plein,17/05/2019,16/06/2019,"Dans le cadre de renforcer son staff, Digital Management recrute un SEO.
On recrute un profil de Référenceur web qui a de bonnes capacités rédactionnelles en Français afin d’optimiser la visibilité et la notoriété des sites web des clients, et capable de développer une stratégie SEO pertinente.
Le profil recherché sera responsable de définir la stratégie jusqu'à sa mise en place, sa gestion et son suivi.","
Expérience en SEO
Très bon niveau de Français
Compréhension approfondie des outils de référencement
Culture générale des dernières tendances et connaissances des meilleurs pratiques en SEO   
","Autoroute A1, Montplaisir, Tunis, Tunisie"
2032,2032,https://www.tanitjobs.com/job/553513/assistante-juridique-et-de-direction/?backPage=118&searchID=1559550706.3656,Assistante Juridique et de direction,Temps plein,18/05/2019,17/06/2019,"Une société industrielle spécialisée dans le traitement et dessalement des eaux , recrute une assistante juridique et de direction. 
Attaché(e) au service Juridique, et en collaboration avec la Direction , vos missions principales seront les suivantes :

Accueil Téléphonique et physique
Réaliser le traitement administratif des dossiers ( mise en forme des documents, classement et archivage...) 
Suivre et participer à la gestion des dossiers contentieux relatifs à la Société 
Piloter les relations avec les interlocuteurs juridiques externes : avocats, sécurité sociale..
Assistance et représentation contentieuses devant les juridictions sociales et assimilées
","
Bac Lettre 
Un diplôme de de Licence ou Mastère en Droit 
Ayant obligatoirement une expérience dans un cabinet d'avocat ou huissier notaire 
Maîtriser parfaitement la langue française ( sinon s'abstenir)
Esprit d'analyse et de synthèse
Organisé(e) et Présentable
de préférence habite à proximité de Fouchana , Mhamdia, Mourouj
","Zone Industrielle El Mghira, Fouchana, Tunisie"
2033,349,https://www.tanitjobs.com/job/553351/technicien-réseaux/?backPage=119&searchID=1559550706.3656,Technicien réseaux,Temps plein,17/05/2019,,"Dans le cadre de renforcer son staff, DM compte recruter un technicien réseaux et qui a une bonne connaissance en matière de e-reputation.
Il aura comme principales tâches:

Gestion du réseau et du parc informatique.
Installation et Configuration des serveurs et postes de travail Windows/Linux.
Assistance technique au personnel de l'entreprise.
Déploiement des applications en production.
Gestion des bases de données.
Sauvegarde régulière de données.

 ",16/06/2019,"Montplaisir, Tunis, Tunisie"
2034,349,https://www.tanitjobs.com/job/553346/infographiste/?backPage=119&searchID=1559550706.3656,Infographiste,Temps plein,17/05/2019,,"Nous recrutons un graphiste avec le profil suivant :

Issu(e) d'une école d'arts graphique.


Très bonne maîtrise de la Suite Adobe :Photoshop, Illustrator.
une maîtrise parfaite du français et de l'anglais  


Ayant le sens du détail


Organisé(e), curieux (se), ouvert(e) et à l'écoute, aime travailler en équipe, ayant le sens des responsabilités.


Gestion du temps et respect des délais


Créatif(ve), capable d'apporter de nouvelles idées et une touche personnelle tout en respectant les orientations données par les clients.




",16/06/2019,"Rue Mohamed Ali Annabi, Tunis, Tunisie"
2035,901,https://www.tanitjobs.com/job/553399/data-center-and-infrastructure-management/?backPage=119&searchID=1559550706.3656,Data center and Infrastructure Management,CDI,17/05/2019,,"System patching, backup checks, EDI-Implementing (optional)
General Skills:

Excellent customer service, commitment and loyalty
Very good technical understanding
Process knowledge
High service motivation
High willingness to learn
Ability to work in a team

Language Skills:

English Level B2 (written and spoken)
German language skills - optional

IT Skills:

Ideally technical computer scientists or very experienced self-made system administrators
Very good experience in system administration
At least 5 years professional experience in Linux and Windows server administration
At least 2 years experience with Tivoli Storage Manager

At least 2 years professional experience in EDI implementation (optional)",16/06/2019,"Tunis, Tunisie"
2036,901,https://www.tanitjobs.com/job/553401/service-desk-und-quality-support/?backPage=119&searchID=1559550706.3656,Service desk und quality support,CDI,17/05/2019,,"The following tasks will be performed: first level support, quality network infrastructure tasks, master data quality checks (Ticket clearing. Quality Assurance for Master database, Master Data Management, Completion of license data)
General Skills:

Excellent customer service, commitment and loyalty
Very good technical understanding
Process knowledge
High service motivation
High willingness to learn
Ability to work in a team

Language Skills:

Native French speaking
Very good written and spoken English skills (Level B2)
Knowledge of German and other languages such as Italian and Spanish are optional

IT Skills

Basic IT understanding
High learning ability and willingness to learn for IT applications (Matrix42, AD, ...) in order to develop good understanding of all IT processes and the entire IT landscape of Rhenus CIT
Experience with Microsoft Office / Office 365
Good knowledge of Excel
Basic knowledge of business intelligence systems (Power BI) and service desk software solutions (Matrix42, especially in the Service Desk Module)
ITIL Foundation (especially Incident Management) – optional 
",16/06/2019,"Tunis, Tunisie"
2037,1010,https://www.tanitjobs.com/job/553357/marketing-et-communication/?backPage=119&searchID=1559550706.3656,Marketing et Communication,CDD,17/05/2019,,"Dans le cadre du renforcement de ses capacités, l’entreprise d’entraînement Elan by CONECT, spécialisée dans le secteur de l’import-export, recrute pour un CDD de 3 mois :

Des Communitys managers.

 Vous êtes diplômé(e) de l’enseignement supérieur ou titulaire d’un BTS, avec ou sans expérience professionnelle significative, motivé(e) et sérieux(se), ne ratez pas l’occasion.
Elle vous garantit une formation pratique dans votre domaine et vous fait bénéficier d’une véritable expérience de travail avec accompagnement, vous permettant ainsi de mettre en pratique vos connaissances théoriques et parfaire vos compétences pratiques et capacités opérationnelles.
Située au 15, Rue des Entrepreneurs Charguia II Tunis, Elan by CONECT est conçue pour faciliter l’intégration des diplômés dans le monde du travail.

Si vous êtes intéressé(e), contactez-nous en envoyant votre CV .
 ",16/06/2019,"La Charguia II, Tunis, Tunisie"
2038,901,https://www.tanitjobs.com/job/553396/quality-and-site-support/?backPage=119&searchID=1559550706.3656,Quality and site support,CDI,17/05/2019,,"Translation of documents on demand from English to French, Maintenance of e-learning portal
General Skills:

Excellent customer service, commitment and loyalty
Very good technical understanding
Process knowledge
High service motivation
High willingness to learn
Ability to work in a team

Language Skills:

English Level C1
German Level B2

IT Skills:

Degree (Bachelor / Master) in Computer Science / IT-Security
Process and Knowledge in ISO27001
Practical experience in the subject area of at least 3 years (client management)

Personal certification in the subject area (e.g. IT security, client management",16/06/2019,"Tunis, Tunisie"
2039,901,https://www.tanitjobs.com/job/553390/sap-implementation-support/?backPage=119&searchID=1559550706.3656,SAP implementation support,CDI,17/05/2019,,"Creation of new associations in SAP (Master data creation), creation of roles corresponding with existing name conventions
General Skills:

High security sensitiveness
High service motivation
High willingness to learn
Ability to work in a team

Language Skills:

German Level B2 (80% German-speaking customers)
English language skills optional

IT Skills:

SAP expert with certification on the FI module
",16/06/2019,"Tunis, Tunisie"
2040,2040,https://www.tanitjobs.com/job/553344/assistante-administrative-des-ventes-et-achats/?backPage=119&searchID=1559550706.3656,Assistante  administrative des ventes et achats,CDD,17/05/2019,16/06/2019,"Elle  a pour mission de vendre des pièces détachées. Elle conseille les clients, les sert au comptoir et assure l’approvisionnement des pièces automobiles .","Titulaire bac/bac+3 en commerce, mécanique automobile, …
Posséder un bon sens du relationnel et avoir le goût de la vente
Connaître les pièces automobiles
Justifier de bonnes notions informatiques
Rigueur et organisation
Éligible au contrat SIVP","Khniss, Tunisie"
2041,2041,https://www.tanitjobs.com/job/553384/cadre-d-approvisionnent-sans-expérience/?backPage=119&searchID=1559550706.3656,Cadre d'approvisionnent (sans expérience),SIVP,17/05/2019,16/06/2019,"CMC Recrute un(e) Cadre d'approvisionnent,","- Anglais & Français : Courant (Ecrit et Parlé)
- Titre Bleu (sans expérience)
- Connaissance des outils de gestion","Douar Hicher, Tunisie"
